Name_MOF_CoRE_1272,PLD_angstrom,LCD_angstrom,unit_cell_volume_angstrom3,void_fraction,Henry's constant: mol/(m^3 Pa),D0 in a: m^2/s,D0 in b: m^2/s,D0 in c: m^2/s
GUVBOQ_clean,4.76895,8.79428,17600.1,0.42152,4.6801549557,0,0,0
GUVCOP_clean,3.60443,5.18357,8906.09,0.58952,0.33954561715,0,1.36490991200000e-314,0
GUVKUE_clean,7.19524,8.15542,17133.6,0.63958,0.40854484282,6.59E-09,2.80E-08,0
GUVLAL_clean,7.64828,8.24372,17358.2,0.64922,0.42569469838,0,7.16E-09,0
GUVZII_clean,10.79375,11.45275,3991.28,0.6447,0.11443767313,0,0,1.61E-08
GUWDUY_clean,3.65907,6.10322,2158.33,0.58568,0.67701861025,1.42E-09,1.96E-43,3.47E-08
GUXJUF_clean,3.46902,4.50409,8219.65,0.4114,0.32412984922,0,0,5.68E-10
GUXLIU_clean,1.98536,3.28021,487.23,0.34322,346.54261729,8.22E-41,0,0
GUXPOF_clean,4.32721,5.43374,2058.54,0.44304,0.20202690198,5.14E-08,0,0
GUXQAR_clean,2.75959,3.15649,363.527,0.39438,2.0080302276,0,1.70E-266,9.61E-158
GUXSEY_clean,3.58553,4.92258,8547.92,0.50284,3.989988074,0,0,0
GUXSIC_clean,3.51586,6.06117,8248.31,0.48862,5.309925454,0,0,0
GUXZIJ_clean,4.46481,5.20048,1654.23,0.55762,0.43471392996,0,0,0
GUXZUV_clean,4.77926,6.35588,1169.36,0.55842,0.96633785398,5.18E-09,0,6.11E-40
GUYBAE_clean,4.72644,5.73946,3324.98,0.5616,0.50573244391,5.09E-08,1.03E-19,0
GUZVOO_clean,5.58089,7.47208,12094.3,0.57078,0.18187592198,3.72E-10,5.72E-08,0
HABCEV_clean,7.14183,10.01182,10554.9,0.68272,0.42370866833,8.18E-08,1.03E-10,0
HABCIZ_clean,7.36802,9.81141,10344.9,0.682,0.27278927698,2.74E-08,2.87E-11,0
HABCOF_clean,7.17863,10.07109,10374.9,0.68738,0.26241515678,3.07E-08,1.70E-10,0
HABDAS_clean,7.05085,9.95651,10401,0.6862,0.27621609757,6.07E-08,4.32E-14,0
HABKOM_clean,3.77545,4.39517,1450,0.46932,6.8356045499,6.78E-08,4.69E-75,7.21E-169
HABQUY_clean,11.69717,18.77217,51745.3,0.87196,0.033605053052,0,0,0
HABRAF_manual,8.64434,24.25741,36670,0.83666,0.056786975545,0,0,0
HABREJ_clean,5.02172,6.819,9162.31,0.60908,1.4897401741,0,0,0
HABRIN_clean,1.91086,3.3156,2442.23,0.37076,4.4845929622,0,0,7.69E-245
HABRUZ_clean,3.9088,5.11023,2317.54,0.54516,1.1696105572,0,2.63E-08,0
HABZEQ_clean,2.43754,3.53309,1216.84,0.42528,2.216279159,0,0,1.03E-38
HACDOH_clean,3.73007,11.04182,12430.1,0.5907,12.636014342,0,7.32E-20,5.73E-09
HACDUN_clean,3.68641,11.01353,12463.2,0.58726,32.067985949,0,4.53E-13,3.90E-09
HACRAH_clean,3.97869,10.87229,12397.5,0.61188,12.625193949,0,0,1.16E-09
HACREL_clean,3.90769,10.58545,12262.5,0.6071,20.542962788,0,0,9.03E-10
HADDOI_clean,2.91941,4.97219,4043.13,0.36518,3.4037264668,0,1.23E-08,0
HADLOQ01_clean,9.54006,9.84776,2535.96,0.70028,0.141659936,0,0,3.84E-08
HADPOU_clean,4.22776,4.5699,403.497,0.48864,1.4802590062,8.60E-08,0,4.04E-69
HADQUA_clean,3.27233,4.73085,10029.1,0.54784,15.929127752,0,0,0
HADXIW_clean,4.3103,4.89886,628.594,0.58034,0.2794255069,3.82E-11,1.46E-07,6.91E-10
HADXOC_clean,2.68803,3.01335,478.509,0.40218,0.18700883596,0,0,0
HADYAP_clean,3.08363,4.13946,677.38,0.56492,0.34410186757,0,1.04E-10,1.63E-10
HAFDUQ_clean,2.97751,10.11892,13872.9,0.58666,4.9072523904,0,0,0
HAFFAY_clean,2.95645,10.23571,13793.7,0.58224,5.3737609104,0,0,0
HAFFEC_clean,3.02196,9.94388,13892.6,0.59096,5.3200371957,0,0,0
HAFGUQ_clean,3.65686,4.90419,1203.38,0.58756,0.74128522923,7.94E-08,2.34E-21,3.71E-20
HAFQOW_clean,6.87335,7.12807,1462.44,0.59216,1.2364886832,1.62E-08,0,0
HAFQUC_clean,4.92368,6.95273,1498.95,0.59766,1.3346594838,5.10E-09,9.77E-26,5.15E-24
HAFSOZ_clean,2.74662,6.75181,2223.92,0.5584,1.510928072,0,0,3.58E-10
HAFTOZ_clean,7.47291,15.35244,4647.54,0.7812,0.060524031631,1.68E-08,1.68E-08,1.70E-08
HAFVOB_clean,3.86379,4.84227,6165.38,0.54714,1.3754825616,1.75E-08,0,0
HAFVUH_SL,7.09413,7.19213,2876.79,0.57504,0.72937181668,0,0,1.33E-08
HAFWAO_charged,3.7776,8.89311,7535.54,0.5914,0.18021105291,0,1.91E-26,0
HAFWIW_clean,4.59337,5.00683,10035.7,0.60008,0.099796168872,1.16E-07,8.86E-08,2.91E-07
HAFWUI01_charged,2.72991,4.74354,2457.09,0.37272,1.928324714,0,0,4.70E-10
HAFWUI_charged,2.77104,4.69082,2430.94,0.36864,2.542776552,0,0,2.11E-09
HAHCUR_clean,5.90071,6.91797,4551.81,0.5187,0.67357596326,5.03E-08,0,1.36E-07
HAHPIQ_charged,8.23298,9.14669,4942.53,0.39676,0.022502291887,7.52E-08,0,0
HAHPOW_clean,8.07854,9.22847,4927.37,0.44704,1.7352353746,0,2.95E-110,1.65E-07
HAJDII_clean,5.64454,6.71918,5296.35,0.50384,0.52778823672,0,0,3.60E-08
HAJJAE_clean,2.53525,3.36198,1039.75,0.34948,0.022395261299,3.19E-14,0,0
HAJLEK_clean,3.43214,5.70242,2022.8,0.31522,1.0367043949,0,0,0
HAJLIO_clean,3.49573,5.69034,2019.93,0.3151,1.0397081915,0,0,0
HAJLOU_clean,3.50615,5.68557,2026.84,0.31638,1.0163912182,0,0,0
HAJLUA_clean,3.57736,5.73417,2044.44,0.32658,0.86003283111,0,0,0
HAJMAH_clean,3.61634,5.76362,2072.2,0.33194,0.73361910625,0,0,0
HAJMEL_clean,3.60409,5.74745,2061.54,0.33426,0.74093628347,0,0,0
HAJMIQ_clean,6.36767,12.94852,18404.3,0.70936,0.53341754416,2.94E-09,2.88E-09,2.89E-09
HAJPEQ_clean,3.18094,6.2043,5360.6,0.4783,5.9992394383,0,0,9.94E-09
HAJRES_clean,3.33384,5.1934,41624.2,0.47198,7.1302511463,0,0,0
HAJYEZ_clean,3.66121,4.75729,1233.86,0.40458,8.3147231344,0,0,0
HAKCAZ_clean,4.64594,6.56086,9014.19,0.55496,8.6470899264,9.06E-09,1.37E-09,2.55E-10
HAKCIG_clean,2.6114,4.80122,3404.82,0.4145,1.4848885557,0,0,0
HAKKAH_clean,3.70673,7.89119,2677.59,0.64516,0.23661006777,3.84E-08,0,5.17E-08
HAKSAQ_clean,3.37523,7.93447,3027.47,0.5997,1.6124010088,0,2.34E-08,2.44E-08
HAKSEU_clean,3.43735,7.88559,3079.83,0.59486,1.4942130243,0,3.21E-08,1.08E-07
HAKSIY_clean,3.43041,7.21411,2980.77,0.5925,0.63868090273,0,5.71E-08,1.28E-07
HAKSOE_clean,2.62686,8.07633,3075.99,0.57694,2.2494938863,0,7.54E-12,0
HAKTAR_clean,3.48123,8.10137,3092.09,0.59762,1.4306435952,0,3.10E-08,1.15E-07
HAKTOF_clean,3.02269,8.06982,3070.33,0.55546,2.311348905,0,9.70E-09,2.15E-08
HAKVAT_clean,2.78124,6.83927,3042.17,0.54918,1.9608450069,0,2.73E-10,2.87E-09
HAKVEX_clean,2.70303,8.17303,3859.49,0.54574,2567.6689269,0,7.21E-46,0
HAKVOH_clean,3.57389,8.9455,3591.47,0.60304,0.17865317266,2.86E-08,2.85E-08,3.63E-08
HAKVUN_clean,3.65229,7.94098,2402.91,0.62064,0.87441480197,2.43E-08,3.47E-08,9.71E-08
HAKWAU_clean,3.59314,5.2176,2222.58,0.6155,0.35250974944,3.88E-08,1.45E-08,8.03E-22
HAKWUM_clean,2.17934,2.69556,271.189,0.38342,1.5007456791,6.24E-19,0,0
HALQUJ_clean,3.76084,5.36313,3530.07,0.6388,0.49342513366,1.07E-13,1.02E-07,8.20E-09
HALVAU_clean,3.63805,6.85035,1798.86,0.58928,0.37778229229,3.85E-08,1.29E-74,4.03E-40
HAMJOW_clean,5.26134,5.71692,2534.87,0.62258,0.61364819008,2.35E-15,5.71E-08,6.81E-15
HAMJUC_clean,3.9296,10.61237,12495.7,0.60522,26.086432276,0,0,2.53E-09
HAMLAL_clean,2.58763,4.35377,3641.69,0.32652,10.073460452,0,7.92E-13,7.83E-14
HAMLIT_clean,4.47104,6.58876,4990.63,0.58552,1.1740039864,0,4.18E-08,2.65E-09
HAMREU_clean,4.85255,6.98007,2322.71,0.40694,0.49900132939,0,0,7.78E-08
HAMRIY_clean,4.79136,6.73839,2204.14,0.3842,0.59696489887,0,0,4.88E-08
HANKEO_clean,6.81493,11.30708,132027,0.70008,0.4071964577,0,0,0
HANKIS_clean,6.63763,10.79764,128958,0.71044,0.33025041866,0,0,0
HANKOY_clean,6.81826,11.24525,128886,0.70576,0.54626932951,0,0,0
HANKUE_clean,6.7667,11.00297,129332,0.71278,0.39442349355,0,0,0
HANWAW_clean,4.88035,10.94255,14527.8,0.67792,0.64290527543,0,3.97E-09,0
HAOAER_clean,2.38809,3.19813,816.289,0.41152,0.046140527008,0,2.70E-16,0
HAPBAE_clean,4.18208,6.59045,8587.9,0.57674,0.25094419832,0,0,0
HAPBEI_clean,4.2129,6.72937,8566.02,0.57766,0.23916822894,0,0,0
HAPBIM_clean,3.72573,7.0614,40390.5,0.58872,0.12754070256,0,0,0
HAPGIR_clean,4.82613,6.10374,2919.92,0.54868,0.47294015104,4.95E-08,3.24E-47,4.29E-47
HAPHUD_clean,6.47182,8.13063,6644.59,0.6368,0.25056698432,1.82E-08,1.37E-08,3.37E-22
HAPNEU_clean,4.08944,6.52909,8421.42,0.57248,0.26416073806,0,0,0
HAPNOE_clean,3.15331,5.43233,4155.02,0.52266,0.35639468858,0,4.39E-08,2.38E-08
HAPNUK_clean,3.15057,5.42973,4155.02,0.51484,0.35381033767,0,4.43E-08,2.34E-08
HAPPAS_clean,3.04048,5.26006,4068.22,0.5163,0.38193735421,0,1.79E-08,6.29E-10
HAPVAX_clean,4.62884,5.02153,2375,0.50098,0.30449665873,1.86E-08,0,3.78E-52
HAPVEB_clean,4.59907,5.00228,2366.61,0.49998,0.31129651376,1.89E-08,0,2.44E-49
HAQJIV_clean,5.87019,10.49617,11274.5,0.71436,0.44858652488,0,0,3.46E-09
HAQKES_clean,5.51781,6.54422,19429.5,0.59358,0.27571737673,0,0,1.48E-10
HAQRID_clean,7.31654,8.26249,8574.87,0.63296,0.30247050393,0,0,0
HARGUC_clean,2.38874,5.07193,2439.22,0.4655,0.21857173791,0,0,0
HARHOA_clean,3.07949,5.27962,7238.97,0.54,2.3158060711,0,0,0
HARHUG_clean,3.08043,5.3231,7232.52,0.53932,2.3221296178,0,0,0
HARNAR_clean,2.39594,3.64639,4123.52,0.39738,0.38168879094,8.25E-51,1.17E-50,0
HASMIZ_clean,5.39163,9.5645,3538.14,0.66428,0.11951576306,0,6.20E-08,2.42E-08
HASNIB_clean,4.28282,5.19805,2491.68,0.5632,0.097233982115,2.99E-09,8.11E-11,1.82E-07
HASNOH_clean,4.29081,5.08592,2452.47,0.53482,0.15478790927,2.45E-14,0,1.36E-07
HASNUN_clean,4.44411,5.4556,2541.81,0.57138,0.08254550038,1.99E-09,8.90E-10,1.72E-07
HASTAY_clean,3.54098,5.75162,8686.24,0.5477,1.0082991326,2.69E-09,0,5.54E-09
HATZOS02_clean,3.68936,4.46646,2945.37,0.49904,0.48926180147,0,0,1.71E-23
HATZOS_clean,3.69009,4.46719,2944.43,0.49418,0.49245819209,0,0,1.52E-23
HAVVUX_clean,6.69869,8.00922,4163.91,0.4601,0.27868447208,0,0,6.41E-08
HAVYOU_clean,2.65492,4.39364,5770.39,0.44762,0.056171989461,2.69E-08,2.71E-08,0
HAVZIP_clean,9.25337,12.62671,5373.45,0.81282,0.029610618812,2.64E-08,9.77E-08,4.05E-08
HAWGIX_charged,4.0597,6.16665,4722.4,0.4659,0.88935022121,1.19E-08,1.79E-16,0
HAWGIY_clean,3.24185,4.72907,2695.66,0.36746,2.7318663873,0,0,0
HAWREE_clean,3.78226,5.74898,2681.54,0.49436,1.5039765929,2.25E-19,1.72E-08,0
HAWVAE_clean,3.6538,5.27347,2101.27,0.50246,1.137268757,0,0,0
HAWVEI_clean,3.66376,5.28056,2133.21,0.50808,0.98922581557,9.06E-08,0,0
HAWVIM_clean,3.62366,5.24589,2097.68,0.50274,1.1537274223,7.19E-08,0,0
HAWVOS_clean,3.61112,5.27171,2072.11,0.50186,1.2917542789,5.14E-08,0,0
HAWVUY_clean,3.62308,5.26356,2089.05,0.4968,1.1959921626,0,0,0
HAWWAF_clean,3.59895,5.21622,2064.33,0.49608,1.3409926848,0,0,0
HAWWEJ_charged,3.17955,5.06438,2548.1,0.47622,1.2918041169,2.39E-08,0,0
HAWWEK_clean,3.56377,5.92491,3628.97,0.65514,0.30892484048,0,2.46E-08,5.80E-08
HAWWIN_clean,5.64435,6.61663,5118.97,0.68848,0.14651256592,1.19E-08,2.54E-08,6.69E-08
HAWWOT_clean,6.05188,6.83786,5214.2,0.6931,0.12645396084,1.50E-08,2.11E-08,7.03E-08
HAWWOU_clean,2.22009,4.28571,6747.62,0.43056,10116.791904,0,7.60E-35,1.26E-195
HAWWUZ_clean,5.90341,6.70895,5163.63,0.69008,0.13619386978,1.24E-08,2.18E-08,6.67E-08
HAWZEM_clean,3.55914,4.70858,1591.91,0.46906,9.5198877691,4.03E-08,0,0
HAWZIQ_clean,3.07089,5.03754,2330.1,0.48122,0.21451371465,0,2.22E-08,0
HAXJEX_clean,2.77169,3.18621,2067.01,0.34874,0.40097892171,0,0,1.12E-08
HAXMUP_clean,5.79836,7.66079,1738.45,0.56174,0.049881629454,0,1.45E-131,0
HAXNOJ_clean,4.48353,6.05349,3669.84,0.6898,0.044258044863,1.61E-07,4.87E-08,1.80E-15
HAYLIE_clean,4.62154,6.56812,2969.95,0.59664,0.27118673787,7.75E-08,5.85E-08,0
HAYTEI_clean,3.00454,4.83457,3413.45,0.50476,0.42558483091,1.67E-166,3.39E-125,1.69E-08
HAYZOY_clean,2.06031,2.85725,1287.54,0.3584,0.20589793184,5.99E-10,0,2.15E-37
HAZGOF01_clean_h,2.63574,3.47557,1560.99,0.45634,1.3589703391,4.20E-11,1.06E-87,0
HAZGOF02_clean_h,2.49673,3.3195,1561.07,0.4557,1.2149135323,5.91E-15,2.64E-145,0
HAZGOF03_clean_h,2.49885,3.56227,1560.42,0.45424,1.5639504437,1.55E-14,5.66E-188,0
HAZGOF04_clean_h,2.61185,3.49796,1556.95,0.45368,1.2589257064,4.68E-13,0,0
HAZGOF05_clean_h,2.66036,3.51679,1555.28,0.45252,1.239009192,1.70E-11,1.33E-244,0
HAZGOF06_clean_h,2.63538,3.55069,1553.53,0.45566,1.3590463442,5.53E-11,3.00E-235,0
HAZGOF07_clean_h,2.56971,3.51684,1551.71,0.45592,1.3494748851,7.07E-12,3.15E-215,0
HAZGOF08_clean_h,2.53612,3.5393,1549.83,0.45236,1.3858476128,3.54E-13,0,0
HAZGOF_clean,2.71789,3.64487,1558.33,0.47458,1.912086162,2.14E-10,2.66E-91,0
HAZNED_clean,2.73772,4.80129,3474.44,0.39328,3.9475855717,0,0,0
HAZNIH_clean,2.74302,4.79837,3473.2,0.3971,3.9624614493,0,0,0
HAZNON_clean,2.36787,4.84709,1727.59,0.39764,3.7961793532,2.27946600000000e-318,0,1.99E-16
HAZSIL_clean,4.28392,8.02136,2251.14,0.59858,0.19584546017,1.95E-08,4.62E-09,1.77E-144
HAZWIP_clean,4.90693,5.27851,3365.32,0.71858,0.11237571386,9.42E-08,9.61E-08,3.10E-08
HEBJAB_clean,3.93988,4.79339,1867.49,0.4352,0.2068648218,0,4.81E-09,0
HEBKEG_clean,3.48164,4.80619,1453.15,0.43642,2.1531967941,6.40E-09,0,0
HEBNIN_clean,4.06232,4.72655,2929.56,0.58888,0.21344810605,0,6.22E-31,1.75E-17
HEBNOT_clean,4.9033,5.80414,3053.44,0.60574,0.15138430891,6.19E-10,3.22E-25,1.34E-11
HEBPUB_charged,2.49489,4.58501,4195.14,0.3554,0.10932297078,0,0,0
HEBTAL_clean,2.8086,4.03205,1467.71,0.501,2.1676233785,7.09E-11,0,2.88E-164
HEBTEP_clean,2.85881,4.51011,1465.37,0.49976,2.623466631,1.58E-10,0,4.92E-161
HEDBEZ_clean,3.50075,5.38706,1405.14,0.5612,0.35869286167,0,0,2.95E-08
HEDBID_clean,3.49922,5.45518,1397.36,0.55916,0.35618436612,0,0,2.99E-08
HEDBOJ_clean,4.86216,6.35533,2846.91,0.59524,0.084395117467,8.48E-14,3.92E-08,0
HEDBUP_clean,4.8322,6.19523,2833.59,0.59302,0.085308774702,1.02E-13,3.48E-08,0
HEDCAW_clean,6.23238,7.83024,4554.64,0.61304,0.30124383326,4.23E-09,1.59E-08,4.02E-08
HEDCEA_clean,2.85476,4.5948,4163.64,0.4429,4.6679011496,0,3.72E-53,0
HEDCIE_clean,5.79287,6.49747,4634.13,0.55434,0.52840301579,0,1.89E-09,7.02E-09
HEDGUS_clean,2.4469,3.18294,1026.12,0.34538,0.0080281622074,3.81E-15,0,0
HEDTER_clean,2.34424,4.38381,4322.48,0.45106,4.1466696214,3.29E-92,2.73E-23,0
HEFDED_clean,3.83657,6.67677,15879,0.434,0.17778614572,0,0,0
HEFDIH_clean,2.22295,4.84386,3265.69,0.32832,0.2358511358,0,0,0
HEFDON_clean,6.74986,8.92856,3711.12,0.54846,1.9075481673,1.09E-09,2.62E-09,0
HEFFAB_charged,5.32016,8.43839,7282.01,0.5604,0.71708999473,0,0,5.41E-17
HEFFEF_clean,8.04357,9.43644,3687.69,0.55564,1.0494313641,4.26E-09,7.24E-32,0
HEFVAR_clean,3.54851,4.0363,3742.39,0.35906,0.82042360161,3.16E-73,3.44E-126,4.18E-126
HEGCEB_clean,3.99093,4.5671,1140.61,0.59578,0.090019450491,0,1.53E-37,6.84E-08
HEGJUZ_clean,4.35,6.34004,6536.66,0.52154,1.3086412318,0,6.03E-08,0
HEGKAP_clean,5.20954,7.61936,4248.37,0.60314,784.69963669,3.46E-09,3.49E-09,6.00E-10
HEGNAJ_clean,4.72099,5.62826,6584.85,0.35336,0.38335712758,0,0,6.04E-08
HEGNEN_clean,4.61217,5.97447,6586.22,0.35138,0.55580419541,0,0,4.69E-08
HEGNIR_clean,4.65092,5.62562,6579.97,0.34314,0.49307677787,0,0,4.59E-08
HEGNOX_clean,4.64852,5.68516,6584.79,0.35186,0.59168456432,0,0,5.29E-08
HEGNUD_clean,4.70888,5.55847,6549.96,0.34818,0.61675639182,0,0,7.55E-08
HEGPAL_clean,4.68058,5.50865,6581.82,0.35332,0.51964683527,0,0,4.63E-08
HEHCOO_clean,7.45534,9.27461,9654.33,0.64102,0.0895710673,2.89E-09,3.40E-08,1.01E-08
HEKTAU_clean,3.50767,4.39713,2760.28,0.53522,1.7019934073,8.51E-08,4.73E-08,1.29E-11
HEKTUO01_clean,3.05196,4.28503,3744.7,0.48132,2.5869927061,0,0,0
HEKTUO_clean,3.05878,4.29273,1871.4,0.48206,2.6292907371,0,4.10E-72,0
HELCUY_clean,2.44279,3.55873,1842.47,0.31558,0.43256625448,0,0,0
HELDEJ_SL,2.76057,4.76388,1658.75,0.3791,1.5300949455,0,0,9.96E-13
HELDOT_clean,8.05701,8.32363,7385.01,0.68802,0.10158219604,3.93E-08,1.52E-08,1.06E-08
HEMTEZ_clean,3.62373,6.85928,10230.1,0.5789,0.15512729615,0,0,9.42E-08
HEMVEB_clean,3.04431,3.77463,1980.37,0.49284,0.92905470595,0,1.87E-08,1.83E-15
HEMVIF_clean,3.08186,4.26733,994.693,0.47964,20.438533586,8.40E-15,8.40E-15,1.69E-08
HENYUV_clean,2.64387,3.75304,983.826,0.47588,1.6377172634,8.28E-12,8.23E-12,4.41E-153
HETDUG_clean,2.91376,4.13593,2029.29,0.35176,553.37382932,0,0,2.88E-08
HETZOW_clean,3.78899,5.27991,4317.54,0.52322,0.91200445832,3.66E-09,2.98E-09,1.07E-07
HETZUC_charged,3.72772,5.52756,4282.99,0.44376,0.92600717245,9.30E-08,1.69E-53,1.37E-53
HEWFUL_ion_b,4.55197,5.19149,2032.21,0.36478,0.21272885855,0,0,0
HEXNII_clean,3.42309,4.51556,847.141,0.39352,3.6541866784,0,0,0
HEXNOO_clean,2.48804,3.87289,4706.56,0.4458,3.7194911028,0,2.56E-33,0
HEXNUU_clean,3.05041,3.92221,4787.93,0.4543,7.7280688007,0,3.27E-08,4.08E-13
HEXVEM_clean,16.03289,28.04017,30540.7,0.89546,0.016813514382,1.65E-07,1.55E-07,1.61E-07
HEYBIX_clean,2.32191,4.31087,4218.66,0.48224,0.89774385728,0,0,0
HEYFUM_clean,2.64019,4.22206,1401.79,0.46188,1.2546954474,8.57E-12,3.51E-26,0
HEZKIH_clean,3.15982,4.43482,2818.72,0.50346,2.1745561314,0,1.04E-07,0
HEZNUW_clean,2.84535,4.14077,1221.54,0.48796,0.67290250357,1.30E-10,1.73E-12,0
HEZPIL01_clean,4.00283,4.68453,1515.37,0.56778,0.35650703514,1.34E-07,5.75E-08,0
HEZSAG_clean,2.84655,3.58674,1755.49,0.40046,0.62171396292,0,7.23E-24,0
HEZSEK_clean,2.53945,3.45956,1733.81,0.39102,0.53554881964,0,4.96E-17,0
HGCNCO_clean,3.76007,5.36325,2093.77,0.63448,0.14603993653,2.70E-08,1.30E-08,4.32E-13
HIBGEF_clean,3.30601,4.35564,1604.98,0.42176,0.61072105536,1.07E-08,0,0
HIBGIJ_clean,3.5196,4.5239,1740.89,0.45096,0.21688759691,5.06E-08,0,0
HIBQUE_clean,3.15235,4.20597,887.499,0.43014,7.4447317217,2.96E-08,0,4.33E-35
HICGEG_clean,4.62381,6.90546,13499,0.60204,0.46163897671,0,0,6.58E-08
HICVOG_clean,4.1915,4.44289,2971.51,0.52842,4.6652225904,2.51769400000000e-318,2.30000000000000e-322,2.33E-07
HICVUM_clean,3.91069,5.35788,3141.5,0.54322,1.3359226905,0,0,7.05E-08
HICWIB_clean,3.63781,4.4132,1741.04,0.40296,0.17208454384,0,0,1.23E-07
HICZAW_clean,3.68099,4.4184,4046.17,0.41672,5.2578737666,0,0,1.60E-10
HICZEA_clean,3.95024,4.39587,4120.36,0.42622,6.508745519,0,0,6.84E-08
HICZIE_clean,3.4564,4.3787,3994.73,0.4149,7.4364735804,0,0,2.64E-10
HIDBIH_clean,2.48023,4.26412,3452.74,0.41436,2.1079949297,0,0,3.21E-08
HIDBON_clean,2.62792,3.3072,1651.81,0.38618,1.956796979,1.17E-11,0,0
HIDCUU_clean,3.6745,4.37521,4022.15,0.41338,6.2177263804,0,0,4.49E-11
HIDDAB_clean,3.57151,4.26837,3980.09,0.41106,11.376268374,0,0,5.48E-08
HIDMEO_clean,1.93767,3.15262,1264.34,0.3543,5.174991431,0,5.35E-26,0
HIFGEK_clean,4.75386,5.79857,9316.4,0.52814,0.5927197803,0,0,2.45E-08
HIFGIO_SL,11.66544,12.19366,2082.31,0.68062,0.24239428871,2.72E-10,0,0
HIFTOG01_clean,7.7176,15.02058,4376.47,0.79872,0.026980803299,2.97E-08,2.96E-08,2.97E-08
HIFTOG02_clean,3.7599,7.82084,4416.37,0.607,0.64485589611,3.38E-08,3.31E-08,3.28E-08
HIFTOG_clean,3.74952,7.89546,4386.48,0.60468,0.69676064691,4.59E-08,4.63E-08,4.60E-08
HIFTUM_clean,4.1068,5.66528,2828.86,0.45872,0.10765604632,1.61E-160,1.68E-160,5.24E-08
HIFVOI_clean,6.54085,8.44831,6205.35,0.66982,0.24038770068,6.65E-10,1.05E-08,1.08E-08
HIFVUO01_clean,3.01617,11.72107,2383.7,0.6783,0.073249127206,0,2.23E-10,2.20E-10
HIFWAV_clean,4.54538,6.69157,5803.4,0.55774,0.5681835123,0,0,0
HIFZAY_charged,3.24718,4.22522,3706.29,0.37894,0.95378747049,5.18E-12,0,2.15E-11
HIFZEC_clean,4.80391,7.27598,4405.71,0.69426,0.16204233743,1.67E-08,1.51E-08,0
HIGRIA_clean,6.41847,11.26294,5230.93,0.76614,0.075652900657,1.91E-08,1.94E-08,3.28E-08
HIHFOV_clean,3.03139,4.62669,1902.16,0.4537,6.500079103,4.97970000000000e-320,7.62E-09,0
HIHFUB_clean,3.48485,7.14976,8428.94,0.58902,0.50913349863,2.83E-19,5.90E-09,8.36E-14
HIHGAI_clean,5.88027,10.42986,7029.61,0.63052,0.8262253285,1.39E-09,2.84E-08,1.77E-08
HIHGEM_manual,17.84358,21.0903,13880.2,0.97152,0.002618207489,1.12E-07,4.57E-08,9.87E-08
HIHGIQ_clean,4.14294,7.71015,6712.2,0.58316,1.2802550003,1.57E-08,6.57E-09,0
HIHGUC_clean,6.48386,7.92654,6929.11,0.69394,0.14148890611,4.65E-09,4.67E-09,6.25E-09
HIJMEU_clean,2.58562,3.95095,3221.99,0.47312,0.32086868479,0,1.04E-12,5.31E-14
HIJSOK_clean,3.04109,4.68373,5875.23,0.51968,0.87824203214,1.75E-12,5.20E-47,1.09E-47
HILJUJ_clean,3.5299,4.25908,2391.11,0.41988,0.063423677601,0,3.57E-23,8.77E-08
HIMSAY_clean,3.59091,5.21187,2122.57,0.51554,12.084565444,0,2.17499468400000e-315,6.77E-08
HIQKID_clean,3.71361,5.85349,2854.12,0.5024,0.93683501408,1.56E-08,6.58E-53,0
HIQNAY_clean,4.56797,5.85275,3709.21,0.4958,1.9735122573,0,1.33E-08,0
HIQNIG_clean,1.9542,4.82576,2839.82,0.47932,3.4089900855,0,5.75E-39,0
HIQNUS_clean,3.00171,3.66618,2840.81,0.4468,12.268817773,2.86E-09,8.60E-09,0
HIQWOV_clean,4.4085,6.70699,16873.2,0.60296,0.40474284735,0,2.70E-08,1.21E-08
HISGAT_clean,5.22703,6.23907,3783.28,0.39708,1.1112154713,0,0,1.06E-07
HISGIB_clean,4.53837,5.78282,989.826,0.45014,0.70722820062,1.62E-08,0,5.21E-92
HISJAW_clean,2.3894,5.81023,7236.89,0.43544,0.56858898272,0,0,0
HISJIE_clean,5.13954,5.82152,6416.73,0.41758,0.15592154002,9.96E-08,0,0
HISSIN_clean,4.64681,6.1625,4783.82,0.59792,0.68536035198,0,0,0
HITXUE_clean,3.37976,6.86652,3330.06,0.5483,28.691002923,4.84E-08,1.03E-96,2.08E-08
HIVQAG_clean,2.18481,4.19052,1390.68,0.3858,13.249174184,6.30E-47,0,0
HIVSAI_clean,5.42759,7.98297,4364.97,0.62514,7.0910635557,8.28E-09,8.28E-09,4.54E-09
HIWKEE_clean,3.48143,5.88343,3213.65,0.52558,0.20525408451,0,3.10E-08,1.17E-65
HIWKII_clean,3.26656,4.33671,1368.58,0.53044,0.10949406929,3.97E-13,2.74E-10,1.03E-09
HIWLEG_clean,2.54942,4.10757,1568.96,0.57858,0.34225119476,4.13E-14,2.66E-39,2.41E-16
HIWLIK_clean,3.49409,4.337,2028.69,0.56296,0.41938461583,6.36E-17,9.38E-18,1.43E-07
HIWLOO_clean_h,2.30928,4.25397,1251.58,0.32468,6.8396615434,5.43E-16,0,0
HIWLOQ_clean,3.46603,5.39026,2171.36,0.59026,0.24177442982,1.77E-14,1.06E-07,4.88E-08
