Name_MOF_CoRE_1272,PLD_angstrom,LCD_angstrom,unit_cell_volume_angstrom3,void_fraction,Henry's constant: mol/(m^3 Pa),D0 in a: m^2/s,D0 in b: m^2/s,D0 in c: m^2/s
AFOYOK_clean,5.26399,7.64984,2508.04,0.57026,0.28771853036,8.89E-10,0,2.36E-08
AFUKET_clean,4.46092,5.71814,9301.42,0.56386,2.6584229793,0,0,0
AFUKIX_clean,5.40516,8.05083,11390,0.63646,0.30732683833,4.76E-11,0,0
AFUPEX_clean,4.44872,5.27686,1801.62,0.61408,0.34836616226,4.51E-08,6.06E-08,2.38E-08
AGABIU_clean,10.78519,12.53104,4467.79,0.74018,0.022726794435,2.26E-08,2.87E-08,1.00E-08
AGARUW_clean,6.03814,6.43254,2421.47,0.5057,0.1497572378,5.21E-08,0,0
AGAXOV_clean,5.04652,6.7568,3499.87,0.70232,0.12189395521,3.94E-08,6.64E-08,3.87E-08
AGAYIQ_clean,2.58282,3.9327,4126.73,0.37414,8.2058092123,0,0,4.71E-15
AGAYOW_clean,2.12092,5.63295,10762.6,0.48512,2.0461602424,0,0,0
AGESIP_clean,2.81405,3.45495,659.382,0.37122,1.6956463405,2.06E-09,0,0
AGIMOU_clean,2.85135,4.03314,1135.73,0.4214,4.2286959522,1.12E-10,0,0
AGIREP_clean,6.78943,7.70114,12831,0.6754,0.17859491906,0,0,0
AGOFEJ_clean,8.32446,12.2762,24480.1,0.73494,0.12225698319,0,0,0
AGONAM_clean,4.65886,5.45254,1679.56,0.5408,0.42095994393,1.50E-08,0,0
AGONEQ_clean,5.75158,6.09484,2224.39,0.65066,0.12372884615,8.29E-08,1.77E-07,7.62E-08
AGOVOJ_clean,9.16915,13.87784,24302.4,0.77484,0.094677197435,8.06E-09,8.06E-09,1.45E-09
AGUBUA_clean,4.46528,5.3383,2087.1,0.56248,1.4927487177,1.23E-24,2.69E-22,1.82E-07
AGUTUS_clean,2.09041,3.40903,1637.57,0.44834,0.24404939224,0,9.37E-37,0
AGUVOO_charged,3.68334,5.56153,10062.8,0.56196,0.29044277696,0,1.13E-16,2.34E-16
AGUWUV_clean,3.14789,4.32313,791.15,0.45006,0.99021987905,2.52E-08,0,0
AHAMAY_clean,3.37997,4.32958,1387.49,0.37688,1.0647468679,0,3.75E-08,2.89E-56
AHEBAS_clean,2.71312,5.87298,5022.32,0.46538,2.3833523111,0,0,0
AHEQAH_clean,5.57732,8.89147,5882.14,0.70476,0.23124653563,1.83E-08,0,1.03E-08
AHINIP_clean,2.58999,3.87635,3044.76,0.39998,0.85024526052,2.54E-21,0,0
AHIYOH_clean,4.32336,5.18971,8376.27,0.441,1.9690696548,0,5.96E-08,0
AHIYUN_clean,2.98513,4.88027,7998.16,0.36818,10000.720208,0,5.92E-10,0
AHOBEG_clean,2.97223,4.61613,1796.66,0.44362,2.3853379164,0,1.29E-165,1.20E-08
AHOJUC_clean,2.62219,3.56073,677.046,0.40684,0.91414257655,8.50E-35,0,5.44E-11
AHOKAJ_clean,2.69359,3.53793,679.921,0.40774,0.71877221228,5.12E-32,0,2.32E-10
AHOKIR01_clean,3.5349,3.91608,293.967,0.44108,12.562431879,0,0,0
AHOKIR_clean,3.42684,4.43427,587.746,0.45844,1.6005482384,0,0,3.51E-08
AHOKOX_clean,3.49433,4.44187,658.787,0.48174,1.0362612601,0,0,2.45E-08
AHOZAA_clean,3.05139,5.15239,6739.29,0.40366,15.210429307,0,1.35E-16,1.83E-08
AHUFIU_clean,5.86328,8.503,11609.7,0.65518,0.067224061686,0,6.83E-08,2.60E-08
AHUTIH01_clean,2.85099,3.76805,1065.46,0.41786,0.34236898516,1.20E-09,1.09E-45,0
AHUTIH_clean,3.11384,3.63086,1066.59,0.42102,0.21154546934,2.66E-08,4.98E-46,0
AJAKON_clean,3.91597,5.01673,5002.33,0.48182,1.1532513168,0,5.34E-08,1.19E-12
AJAMEF_clean,2.26554,3.97756,3871.63,0.38908,3.9236323194,1.86E-23,0,0
AJAYIT_clean,4.64881,6.73498,2195.74,0.38194,0.55666847238,0,0,6.71E-08
AJIGIL_clean,5.2123,6.17158,9118.85,0.45514,0.19982072117,0,0,0
AJINOY_clean,2.22076,3.43251,1268.23,0.31578,3.0825023679,0,0,0
AJOTEY_clean,5.21508,6.11108,2479.48,0.65726,0.099518671196,1.78E-07,5.63E-08,1.25E-07
AJOVEB_clean,4.76089,5.14978,3570.04,0.41176,0.94782507462,1.70E-09,0,0
AJOXAA_clean,3.9979,6.33239,3470.25,0.5412,0.71564624107,0,0,3.03E-08
AJUNOK_clean,2.5078,4.834,5238.16,0.41146,2.3070752499,3.06E-15,1.42E-106,0
AKEDIF_clean,4.98598,5.35403,3686.54,0.55138,1.0068746883,0,4.68E-08,0
AKIXEZ_clean,4.08261,8.63985,13762.1,0.60146,85246358.258,0,1.46E-13,0
AKOBAF_clean,3.40931,4.52213,4648.15,0.44956,1.467468691,0,6.12E-08,3.13E-48
AKOHEO_clean,3.92316,5.49547,3356.34,0.50922,0.066794444154,0,1.36E-07,2.06E-08
AKOXIJ_clean,4.26792,6.47387,9022.48,0.51672,55.597971553,1.41E-07,3.26E-24,1.67E-08
AKUHOD01_clean,2.79178,3.23849,920.135,0.43898,0.036113916186,0,0,0
AKUHOD03_clean,2.78687,3.21635,908.844,0.36788,0.050872676297,0,0,0
AKUHOD_clean,2.8023,3.25383,924.804,0.43318,0.038611566232,0,0,0
AKUKUO_clean,4.28238,5.10714,1372.78,0.46568,1.5318518312,0,1.85E-08,1.59E-11
ALAHUS_clean,4.88782,6.92529,12918.2,0.55186,0.27180213363,0,0,0
ALALUU01_clean,2.87359,3.32295,957.363,0.4504,0.026773625355,0,4.66E-83,0
ALALUU_clean,2.86952,3.32054,955.8,0.45122,0.034287091645,0,0,0
ALAMUW_clean,5.65499,11.40163,5115.55,0.75562,0.20790543612,2.97E-09,2.97E-09,1.95E-09
ALANAD_clean,5.61662,8.01638,12786,0.73674,0.086033876999,1.65E-57,0,3.27E-08
ALATAK_clean,2.49385,3.47317,875.161,0.45532,0.72398961674,0,1.06E-16,0
ALEJAE_clean,14.3901,19.65074,28646.7,0.89096,0.032838216831,0,0,0
ALEJEI_clean,6.67446,11.23377,41091.2,0.77096,0.11058174479,0,0,1.09E-08
ALEJIM_clean,6.77841,11.77756,41943.7,0.77534,0.10060323542,2.59E-08,5.98E-08,9.21E-09
ALEQIT_clean,3.86177,5.58426,2118.1,0.3975,1.2539716491,0,1.25E-08,0
ALIBUT_clean,3.63278,13.09704,12869.7,0.5687,0.14181678105,2.08E-08,2.17E-08,2.07E-08
ALICAA_clean,3.42049,12.98742,13102.5,0.57548,0.12987290751,3.41E-10,4.94E-10,3.34E-10
ALIFUY_clean,2.27473,4.41297,2608.85,0.42746,3.484828963,0,0,0
ALIPEQ_clean,2.76034,3.66197,1642.49,0.51608,0.088417693395,6.27E-32,2.41E-13,1.61E-09
ALIXAU_clean_h,3.82082,5.78025,3909.96,0.44202,15.228609464,0,0,0
ALIXOJ_clean,4.74575,7.97583,3224.33,0.6251,0.19065823708,7.40E-09,7.01E-08,9.43E-08
ALIXUP_clean,5.5745,5.83326,2802.92,0.52808,0.056661186955,4.19E-08,0,0
ALOLES_ion_b,3.86655,5.22275,3905.53,0.4083,0.10618931602,0,0,4.55E-261
ALOLET_charged,5.05411,9.29344,18124.7,0.62798,1.9038688939,0,0,0
ALOLIX_charged,5.05965,8.56246,18297.2,0.64028,0.20061654689,6.64E-09,7.43E-09,6.52E-09
ALOLIY_clean,5.87074,6.90106,5062.15,0.54194,0.018732489761,3.25E-31,1.17E-07,2.12E-22
ALOLOD_charged,4.5825,7.31836,21113.5,0.59638,1.5176041868,0,0,0
ALONEV_clean,4.67261,5.41437,25582.5,0.56362,0.12094623732,0,0,0
ALUJEX_clean,4.30289,5.83857,5436.08,0.51548,1.0574656803,0,7.05E-09,0
ALUJIB_clean,4.29108,5.90905,5415.53,0.52062,0.99953791421,0,1.65E-08,0
ALUJOH_clean,4.33026,5.90506,5496.43,0.53244,0.85190748957,0,8.42E-09,0
ALUJUN_clean,2.39765,4.79726,830.874,0.4897,2.8265660096,0,7.40E-61,0
ALUKAU_clean,2.44395,4.73645,821.132,0.48458,2.9477696468,0,3.15E-72,0
ALUKIC_clean,6.4896,8.57714,6355.56,0.77864,0.047408202492,4.14E-08,3.47E-08,1.68E-08
ALUKOI_clean,6.49882,8.514,6330.21,0.77648,0.047662304255,6.71E-08,6.59E-08,3.16E-08
ALUKUO_clean,6.49365,8.52493,6321.62,0.77834,0.047885305205,6.69E-08,6.76E-08,3.26E-08
ALULAV_clean,6.47971,8.51188,6290.14,0.77786,0.048978276981,6.88E-08,6.97E-08,3.29E-08
ALULEZ_clean,12.965,18.51689,31651.2,0.8245,0.02309679082,0,0,0
ALULID_clean,4.7892,7.2536,3876.16,0.63786,0.21726713115,0,4.20E-09,1.52E-08
ALURAB_clean,3.4069,6.96163,5185.38,0.49548,0.82244420651,7.04E-09,0,0
ALUREF_clean,3.32481,6.96902,5173.92,0.49528,0.86903872093,6.55E-09,0,0
ALURIJ_clean,3.23911,6.27046,5059.43,0.48396,1.0146935919,7.56E-09,0,0
am301365h_si_002_clean,3.14099,11.89045,5044.2,0.6001,0.12733674932,3.12E-11,3.06E-11,3.02E-11
AMAFOK_clean,5.46703,6.54746,1033.81,0.40346,1.1627539056,2.31E-08,0,0
AMAGAX_clean,5.90983,6.89734,4229.68,0.41372,0.77772013292,2.23E-08,0,0
AMALND_clean,2.54007,3.77339,2083.98,0.51388,0.15358759913,4.92E-12,6.43E-13,1.18E-26
AMEJOS_charged,2.74606,4.41055,3203.55,0.39838,0.71263027177,0,0,0
AMIKOX_clean,2.32028,2.81168,2479.63,0.3662,4.1386379839,0,9.68E-20,0
AMILOY_clean,8.87226,10.9733,9221.19,0.57024,1.0635150417,4.03E-08,1.13E-44,0
AMILUE_clean,10.45976,11.04461,4728.39,0.57846,0.9329745621,8.39E-08,0,0
AMIMAL_clean,9.22038,10.49572,9394.04,0.57458,1.0200862189,3.50E-08,1.16E-210,0
AMIMEP_clean,10.30671,10.84097,4711.05,0.57764,1.0112199783,8.11E-08,0,0
AMIWID_clean,3.15175,4.79391,2056.54,0.42846,3.4980568571,0,0,1.03E-07
AMIWOJ_clean,3.1907,4.85204,2068.07,0.42498,3.3619397501,0,0,9.64E-08
AMIWUP_clean,3.20386,4.84056,2051.51,0.41302,3.7888449576,0,0,9.28E-08
AMIXAW_clean,3.1922,4.82833,2034.19,0.4179,4.0355771516,0,0,9.83E-08
AMIXEA_clean,3.20122,4.72541,2020.73,0.42204,4.3390155043,0,0,9.04E-08
AMIZIG_clean,5.30249,5.94388,3270.26,0.41306,0.15725662236,2.81E-08,9.52E-201,0
AMIZON01_clean,1.88741,3.48425,839.11,0.45228,10.957800583,0,0,0
AMODUC_clean,6.50083,8.06009,6441.06,0.77232,0.058396246446,3.92E-08,9.58E-08,2.40E-08
AMOFAK_clean,6.28427,8.18438,12687.4,0.77132,0.058571976369,0,3.96E-08,4.89E-08
AMOYOR_clean,3.90649,4.57358,1538.63,0.42206,1.1327213887,1.01E-07,0,0
AMOZAE_clean,2.65104,3.61197,1346.45,0.37366,0.22818362399,2.36E-10,0,0
AMUFAR_clean,2.44038,4.42596,1115.52,0.44744,1.9471869762,0,4.59E-161,7.39E-202
AMUFEV_clean,2.7641,3.79832,972.096,0.41348,2.0634133086,0,0,2.08E-171
AMUFIZ_clean,2.48306,3.80682,944.403,0.4061,1.1275688859,0,0,0
AMUFOF_clean,4.14421,5.09513,1148.82,0.49026,0.65104137491,3.92E-08,7.80E-14,8.39E-251
AMUPOP_clean,3.39723,4.48475,6399.52,0.40986,5.5225790555,0,0,7.11E-08
AMUWIP_charged,8.31658,9.8518,16586.5,0.68278,0.18917910958,2.68E-08,3.54E-08,0
AMUWUB_clean,8.38051,9.97913,3234.14,0.62326,0.057253678432,8.46E-09,1.36E-223,0
AMUXAI_clean,7.16496,8.62017,3142.46,0.56406,0.089000967556,1.73E-08,2.59E-271,0
ANAWIX_clean,4.60179,5.43023,3198.02,0.54528,0.38062978564,1.38E-125,0,1.01E-07
ANAWOD_clean,5.81147,6.7365,5097.09,0.57714,0.58877265947,0,4.11E-08,0
ANEHEI_clean,3.05863,6.39889,2914.96,0.5102,0.85454276136,0,0,0
ANENEN_clean,3.59849,5.95108,1569.11,0.45332,0.58756692568,0,0,0
ANENIR_clean,3.71221,6.06872,1576.71,0.4331,0.51160407647,0,0,0
ANEPIT_clean,2.16376,3.16836,4440.56,0.34724,0.28389361255,0,1.49E-16,0
ANIDIL_clean,3.85399,4.77351,7673.56,0.37646,0.60000538472,0,0,0
ANOMOG_clean,5.21364,12.57012,10009.8,0.70282,0.83404666268,0,2.50E-08,2.34E-08
ANOMUM_clean,4.71467,6.83701,2858.11,0.67666,0.26917635091,7.26E-13,6.82E-08,3.67E-08
ANONAT_manual,5.55153,7.32994,2975.55,0.68666,0.19936458526,1.23E-18,1.73E-08,2.67E-08
ANUGEW_clean,9.81397,14.05077,13618.7,0.81874,0.043760769524,3.44E-08,2.65E-08,2.57E-08
ANUGIA_clean,6.43186,11.69266,5310.8,0.77106,0.073690742456,1.75E-08,1.75E-08,1.74E-08
ANUGOG_clean,6.41533,11.45446,6878.84,0.76444,0.095314050611,4.33E-08,4.54E-08,1.48E-08
APACAX_clean,3.92071,5.26528,7747,0.60122,1.1038160826,0,5.01E-08,6.70E-10
APAGIJ_clean,2.98019,4.39131,2222.51,0.40166,0.5347382208,5.04E-41,0,0
APARAM_clean,10.99583,11.94188,3299.26,0.56904,5.1431692981,0,0,2.73E-10
APAYIB_clean,4.13932,5.94088,6122.14,0.59582,0.90370443553,1.45E-08,0,0
APAYOH_clean,4.2665,6.12026,6194.02,0.59422,0.84731037441,1.35E-08,9.89E-09,0
APAYUN_clean,4.02932,6.08353,6323.13,0.6018,0.62834288253,2.72E-08,0,0
APAZAU_clean,4.42658,6.53643,8041.59,0.61868,0.63824813608,2.98E-09,0,1.13E-07
APAZEY_clean,4.62729,6.71848,8125.2,0.61492,0.62321341125,1.43E-08,0,8.00E-08
APAZIC_clean,4.76243,7.16208,8537.77,0.63742,0.46717689707,0,3.11E-09,0
APAZOI_clean,4.22163,6.28759,4891.12,0.60166,0.70341687006,1.70E-09,0,0
APEBED_clean,3.46597,4.361,1894.1,0.45864,2.4320407522,1.43E-07,3.72E-105,0
APEBEE_clean,3.94574,5.15922,1240.74,0.47548,1.9525424086,0,0,0
APEBII_clean,3.64084,9.65203,11453.3,0.6092,43.451075626,0,0,1.69E-10
APEBOO_clean,3.83433,10.51883,11778.7,0.65284,177.85805708,0,0,7.36E-11
APEBUU_clean,3.36477,5.02443,9791.68,0.45534,1.1469469171,0,0,1.14E-07
APETAS_clean,2.58497,3.60863,1351.72,0.41768,0.99811831509,1.11E-19,2.33E-52,0
APUPEH_clean,14.02858,24.88476,27514.1,0.88602,0.025996715877,3.86E-08,3.91E-08,3.86E-08
AQAJEI_clean,1.93731,6.74141,5299.69,0.51242,2.539843586,0,1.29E-38,7.09E-92
AQALIO_clean,2.69396,3.46558,2299.46,0.46232,0.053180030284,1.11E-09,1.60E-70,2.45E-09
AQALOU_clean,2.69175,3.44976,2286.8,0.46112,0.048482239914,1.03E-10,2.59E-74,2.58E-09
AQEFOS_clean,2.3713,8.60106,2901.18,0.48672,0.074536836611,0,0,0
AQEFUY_clean,1.94495,8.8394,5990.43,0.58128,0.13838758213,0,4.45E-13,0
AQEGUY_clean,4.43287,5.23248,2996.76,0.48982,1.7697078432,0,3.22E-19,1.58E-14
AQEQES_clean,5.1383,5.55802,1908,0.601,0.2776180874,2.38E-08,4.48E-08,9.11E-08
AQEQIW_clean,5.03577,5.9422,1904.15,0.6057,0.29296045803,1.31E-07,6.06E-13,0
AQERUL_clean,3.32167,4.69635,10922.6,0.40216,545.37871482,0,0,4.02E-09
AQETIA_clean,2.20441,3.65907,2256.4,0.46068,0.065425952657,1.83E-58,1.76E-24,0
AQETUM_clean,3.16534,5.04321,1900.49,0.526,0.09055975643,2.71E-40,1.40E-31,7.86E-08
AQIQAU_clean,5.972,7.18735,7812.86,0.64264,0.20453911574,0,4.15E-08,2.73E-10
AQIQIC_clean,2.52832,5.97758,4435.79,0.4692,1.1048439239,0,1.22E-11,0
AQIXUU_clean,3.39784,4.60958,787.077,0.38576,42.186300018,0,1.71E-08,0
AQIXUV_clean,5.04132,8.21348,5325.57,0.52294,0.13916978532,2.47E-283,1.12E-08,0
AQMAND01_clean,2.85103,3.28579,946.695,0.44434,0.036414836176,0,0,0
AQMAND_clean,2.84642,3.29354,1898.57,0.46782,0.012796838733,1.22E-08,4.03E-75,3.76600000000000e-320
AQODOA_clean,2.80846,3.16461,1390.1,0.2747,6.2717375904,7.88E-12,0,0
AQOLEZ_clean,9.41733,15.5417,6545.39,0.70426,0.54962206918,1.11E-07,1.12E-07,4.67E-09
AQOLID_clean,8.86489,15.41896,50927.8,0.6906,1.1310503174,0,0,0
AQOLOJ_clean,9.83028,15.80929,6638.31,0.69748,11.630374928,5.09E-08,5.48E-08,5.14E-08
AQOLUP_clean,9.31639,15.56112,50952.6,0.70732,0.57328967874,0,0,0
AQOMAW_clean,6.12988,15.65177,6681.32,0.67124,1.0335280553,9.64E-08,9.92E-08,9.77E-08
AQOMEA01_clean,9.43268,15.68933,52372,0.71096,0.45101130742,0,0,0
AQOMEA_clean,9.56987,15.80061,53603.1,0.71554,0.36814321376,0,0,0
AQOSEG_clean,2.83571,9.55062,14461.5,0.5826,0.34712241018,0,4.22E-66,4.93E-11
AQOTIK_clean,3.83214,6.77503,702.348,0.56214,1.2844449764,2.39E-08,2.39E-08,3.35E-79
AQUCOF_clean,5.00449,8.55252,3176.23,0.6557,0.12803727143,1.47E-08,6.72E-08,0
AQUCOG_clean,10.75873,11.37252,3880.18,0.64422,0.13398886852,0,0,3.16E-08
AQUCUM_clean,10.86032,11.47346,3883.12,0.64692,0.133652105,0,0,2.47E-08
AQUDAS_clean,5.0479,8.6062,3184.19,0.65554,0.12621967906,1.86E-08,7.89E-08,0
AQUDAT_clean,3.0165,3.366,2203.86,0.33702,5.9669741487,0,0,2.09E-08
AQUDEX_clean,3.06027,3.40946,2214.63,0.339,5.7071384229,0,0,2.85E-08
AQUDIB_clean,10.66047,11.3193,3881.07,0.64332,0.13234736048,0,0,2.94E-08
AQUDOH_clean,3.06264,3.69604,2231.83,0.34254,5.4498952142,0,0,2.03E-08
AQUKII_clean,2.3664,3.88786,852.316,0.44106,3.6930045038,6.68E-180,1.30E-20,5.49E-19
ARADEE_clean,4.90117,5.72564,4887.57,0.63564,0.38144154386,8.27E-08,0,6.60E-08
ARAFEF_clean,8.47982,8.62438,2186.41,0.6569,0.29537665372,0,6.11E-08,0
ARAFIJ_clean,6.8123,7.20145,1937.55,0.61542,0.50921798289,0,3.83E-08,0
ARAFOP_clean,4.89644,5.43732,1567.12,0.5245,0.88847490456,0,2.49E-08,0
ARAGOR_clean,3.74983,6.03338,5100.07,0.58136,0.48139912928,0,0,1.56E-07
ARAHIM01_clean,2.51943,3.34494,1543.26,0.39754,0.074092302349,0,0,5.53E-16
ARAHIM02_clean,2.6056,3.39565,1558.48,0.39918,0.10172404717,0,0,1.61E-13
ARAHIM_clean,2.605,3.3951,1558.17,0.40086,0.096841626359,0,0,1.55E-13
ARIDIQ_clean,5.28463,6.75058,9837.7,0.56532,0.21382121663,0,1.39E-08,3.48E-08
ARINOF_clean,3.03389,4.26614,1384.71,0.42928,1.9028460631,0,1.09E-08,0
ARINUL_clean,3.53001,4.41817,3187.7,0.43358,2.368584249,0,0,4.88E-08
AROFAP_clean,4.00133,6.10168,3565.41,0.55186,1.9120350719,0,0,0
AROFET_clean,4.76563,8.02327,3248.15,0.66724,0.37109234515,1.42E-08,9.04E-09,1.52E-08
ARUCOH01_clean,2.00903,5.18742,3603.92,0.44952,3.5542745381,0,0,0
ARUCUN_clean,1.82244,5.02417,1790.39,0.45068,5.1662901577,0,0,0
ARUDAU_clean,1.9157,5.46406,1826.7,0.45902,4.7924421699,0,0,5.74E-161
ARUJED_clean,2.47304,3.61228,3957.95,0.40276,2.740321204,0,9.84E-18,0
ARUYES_clean,4.49485,5.1874,2516.6,0.5347,1.2539446393,1.31E-08,8.24E-158,0
ARUYOB_clean,2.89969,4.41977,1987.81,0.55748,0.74844707284,1.44E-122,0,1.28E-09
ARUYUH01_clean,3.71794,4.72767,2046.32,0.58204,0.81960527322,0,0,4.26E-08
ARUYUH_clean,3.45916,4.39314,2041.18,0.56778,0.74831326839,0,0,2.35E-08
ASACON_clean,4.98289,5.79075,2964.91,0.43792,0.36151410363,1.01E-07,0,0
ASADAA_clean,4.22383,5.63989,2830.39,0.4889,0.55776833323,7.35E-14,0,4.57E-08
ASAHEJ_clean,6.29085,6.91226,3067.94,0.56236,0.048962601697,6.02E-08,1.64E-181,0
ASAJOU_clean,2.94405,4.31812,2716.02,0.42192,14.223645377,0,3.73E-08,0
ASALAH_clean,2.81568,3.67073,1091.44,0.45808,5.6098215485,1.74E-12,0,0
ASALIP_clean,2.17706,3.82834,1021.06,0.40134,15.004870804,0,0,0
ASALOV_clean,2.43491,4.37561,2121.73,0.41996,5.0510306192,0,0,8.39E-276
ASAMUE_clean,2.696,4.80628,9266.83,0.4422,0.27771497424,1.32E-10,2.62E-17,0
ASANAL_clean,3.40811,4.98012,3566.41,0.45466,3.0006146446,5.00E-08,0,0
ASECUY_clean,5.08025,6.03074,7346.92,0.48214,0.24687815792,3.14E-08,0,0
ASEJOZ01_clean,3.65396,4.13904,3036.95,0.4974,0.2494836285,1.05E-07,0,6.39E-34
ASEJOZ_clean,3.63658,4.12559,3023.3,0.4951,0.27319446936,3.00E-193,1.33E-85,6.10E-08
ASEKAM_clean,4.3505,5.42253,1884.92,0.54266,1.4563828452,0,0,2.78E-08
ASEXED_clean,3.64092,6.97079,4484.07,0.54458,30.159509861,6.04E-09,2.04E-09,1.05E-16
ASINAT_clean,7.20327,9.41772,7486.03,0.66172,0.29877066573,0,1.75E-09,3.19E-09
ASINEX_clean,6.99114,12.46766,66008,0.69028,0.17057066487,0,0,0
ASINIB_clean,6.83107,12.35885,65184,0.68502,0.17858341281,0,0,0
ASIQEA_clean,6.08669,9.13751,4194.97,0.58614,0.53027168135,1.87E-17,6.76E-17,7.90E-10
ASIQIE_clean,6.08798,9.13846,4237.16,0.58638,0.49347466381,1.41E-13,2.58E-12,2.26E-09
ASIRUR_clean,2.35695,3.10995,1195.94,0.35686,0.28161274273,0,2.98E-14,0
ASIVAB_clean,6.89145,12.01987,23182.6,0.77716,0.10179199845,1.08E-07,2.96E-09,5.31E-09
ASIVEF_clean,6.91082,11.29661,22579.9,0.744,0.13985637074,2.61E-09,7.68E-09,2.34E-08
ASOHUL_clean,6.22719,6.40146,1451.3,0.60596,0.13229447736,0,5.05E-08,0
ASOSUY_clean,3.82913,7.78615,5678.9,0.65332,0.62441436256,8.25E-09,8.33E-09,2.14E-08
ASOVEL_clean,5.2316,5.95788,3113.35,0.46738,0.52741695675,0,4.70E-08,0
ASOYOY_clean,5.57277,9.27586,16313.6,0.65566,0.45514834664,0,2.60E-08,0
ASUBIB_clean,4.19092,5.73608,1823.61,0.5258,0.78417481159,3.15E-08,2.12E-110,1.19E-07
ASUJIJ_clean,2.47404,3.04562,3314.56,0.43904,4.5835085894,2.97E-87,0,7.75E-21
ASUKEE01_clean,2.97208,4.55619,13312,0.4542,4.2119500913,0,0,0
ASUKEE_clean,2.97883,4.54995,13344.1,0.45576,4.09243652,0,0,0
ASUWUI_clean,4.34208,6.89824,4561.92,0.49434,0.83996841294,0,1.55E-09,7.17E-08
ATAFIK_clean,5.58229,6.24975,4164.32,0.6263,0.22034383667,3.50E-08,1.76E-07,1.77E-07
ATAYAX_clean,5.27943,10.72967,7213.8,0.70596,0.31157248268,1.32E-08,1.34E-08,1.27E-07
ATAYEB_clean,5.20624,9.42547,7013.96,0.6919,0.33483950071,1.04E-08,1.29E-08,1.44E-07
ATEJOA_clean,3.80046,4.31632,1476.07,0.3857,2405.5812079,0,1.17E-07,8.35E-20
ATEXII_clean,2.17885,3.78872,2785.46,0.44564,2.499712323,9.77E-71,0,0
ATEYED_clean,5.91621,7.44729,7603.43,0.76132,0.075877632781,0,1.11E-08,9.35E-09
ATEYOP_clean,7.99922,10.05672,31868.3,0.7196,0.28188995714,0,0,0
ATEYUV_clean,7.91138,9.77461,31056.2,0.71308,0.36082376875,0,0,0
ATEZAC_clean,7.65436,10.67641,17029.5,0.7376,0.14711541199,2.74E-08,3.23E-08,3.81E-08
ATEZEG_clean,7.44101,10.29359,16139.1,0.7135,0.33625723215,0,4.20E-08,2.14E-08
ATEZIK_clean,7.52316,10.4976,16868.9,0.72512,0.24144996901,0,3.11E-08,1.38E-08
ATIBAG_clean,3.61301,4.58525,1752.61,0.4548,0.21475424583,8.57E-08,0,0
ATIBIO_clean,2.84694,4.22739,1783.5,0.40806,0.15602795181,0,1.71E-11,0
ATIBOU01_clean,3.81397,4.79621,1813.75,0.47508,0.17356657274,1.30E-07,0,0
ATIBOU02_clean,3.81301,4.80419,1817.65,0.47796,0.16990577767,0,1.29E-07,0
ATIBOU_clean,3.48894,4.58149,1737.42,0.44968,0.22850836347,1.06E-07,0,0
ATIBUA_clean,3.53684,4.477,1723.82,0.44524,0.23677833903,5.50E-08,0,0
ATICAH_clean,3.59609,4.94651,1810.98,0.47108,0.16642908199,1.21E-07,0,0
ATICEL_clean,3.44574,4.54458,1794.35,0.46218,0.17262618228,1.06E-07,0,0
ATIJUJ_manual,16.56332,17.04916,3081.95,0.68866,0.029707013379,8.98E-12,2.47E-131,0
ATIRUS_clean,3.56128,4.358,2411.37,0.40678,0.058105298212,0,0,1.01E-07
ATIXAE_clean,4.68345,5.69243,3672.24,0.58152,0.29758922754,2.28E-08,1.22E-07,1.82E-08
ATIXUX_clean,3.57533,4.68624,4479.64,0.48642,2.3798324319,9.62E-08,2.80E-08,0
ATOGEV_clean,3.90366,5.21735,2118.84,0.57806,0.26900826492,0,8.75E-08,4.41E-28
ATOWIQ_clean,7.61917,9.94886,2134.77,0.65212,0.18003133593,0,5.91E-16,3.49E-08
ATOWOW_clean,7.672,9.73472,2137.86,0.65208,0.15728625506,0.00E+00,5.72E-12,3.52E-08
ATULIM_clean,3.84672,4.39328,1636.02,0.35202,3.7013658825,0,0,5.76E-08
ATUXIY_clean,3.60285,4.39109,5101,0.52364,1.0883866817,9.03E-08,6.87E-08,0
ATUXOE_clean,2.62874,4.30309,2100.33,0.43294,1.7118097663,0,0,1.33E-15
ATUXUK_clean,2.5687,3.7498,2077.37,0.4189,1.9897299816,0,0,1.38E-15
ATUYAR_clean,2.60001,3.7253,2044.51,0.43084,2.6667733132,0,0,5.36E-13
ATUZEW_clean,3.62775,10.50444,11559.7,0.63966,1.1064517488,0,0,2.86E-09
AVAGIP_clean,4.3125,4.52942,7721.76,0.41568,0.7590741075,0,0,2.68E-08
AVAGOV_clean,4.25173,4.79445,7720.56,0.41684,0.84396427898,0,0,1.96E-08
AVAGUB_clean,3.88743,4.46792,4053.12,0.4403,0.98513332994,0,0,3.15E-09
AVAJUE_clean,19.14995,37.13457,225978,0.92374,0.010684606519,0,0,0
AVAKAL_clean,12.17002,26.06669,44701.1,0.9064,0.013241554126,8.20E-09,5.77E-09,5.77E-09
AVAKEP_clean,12.07203,24.78451,44361.9,0.88226,0.026175910978,5.26E-09,5.22E-09,5.26E-09
AVALEO_clean,2.30673,3.09395,3085.17,0.34874,0.27591291433,0,0,2.52E-35
AVAQIX01_clean,3.41092,5.05355,3567.43,0.51328,4.8367057989,2.00E-88,5.91E-08,0
