ATEZIK_clean.cif 318
ATIBAG_clean.cif 108
ATIBIO_clean.cif 96
ATIBOU_clean.cif 108
ATIBOU01_clean.cif 108
ATIBOU02_clean.cif 108
ATIBUA_clean.cif 108
ATICAH_clean.cif 108
ATICEL_clean.cif 108
ATIJUJ_manual.cif 126
ATIRUS_clean.cif 74
ATIXAE_clean.cif 184
ATIXUX_clean.cif 134
ATOGEV_clean.cif 92
ATOWIQ_clean.cif 98
ATOWOW_clean.cif 98
ATULIM_clean.cif 136
ATUXIY_clean.cif 142
ATUXOE_clean.cif 134
ATUXUK_clean.cif 134
ATUYAR_clean.cif 132
ATUZEW_clean.cif 162
AVAGIP_clean.cif 288
AVAGOV_clean.cif 288
AVAGUB_clean.cif 288
AVAJUE_clean.cif 572
AVAKAL_clean.cif 572
AVAKEP_clean.cif 740
AVALEO_clean.cif 154
AVAQIX_clean.cif 216
AVAQIX01_clean.cif 216
AVEHAM_clean.cif 232
AVELOD_clean.cif 288
AVELUJ_clean.cif 288
AVEMAQ_clean.cif 288
AVEQID_clean.cif 172
AVESAW_clean.cif 156
AVESOL_clean.cif 176
AVESUR_clean.cif 352
AVETAY_clean.cif 190
AVETEC_clean.cif 198
AVETOM_clean.cif 540
AVEVEE_clean.cif 71
AVIHIY_clean.cif 76
AVIHOE_clean.cif 76
AVILEY_clean.cif 578
AVIMIC_clean.cif 120
AVIMOI_clean.cif 240
AVIMUO_clean.cif 240
AVIPAX_clean.cif 192
AVIPOL_clean.cif 128
AVITUU_clean.cif 368
AVIVAC_clean.cif 368
AVIVEG_clean.cif 368
AVIVIK_clean.cif 368
AVIVOQ_clean.cif 368
AVIVUW_clean.cif 368
AVOSIO_charged.cif 477
AVUBUP_clean.cif 194
AVUCEA_clean.cif 228
AVUDAX_clean.cif 318
AVUHIJ_clean.cif 342
AVUJIL_clean.cif 80
AVUPIR_SL.cif 90
AWAGEL_clean.cif 224
AWAGOV_clean.cif 512
AWAHAI_clean.cif 354
AWAHEM_clean.cif 134
AWAJIT_clean.cif 198
AWAKEQ_clean.cif 300
AWAREV_clean.cif 90
AWARIZ_clean.cif 90
AWASAU_clean.cif 192
AWASEY_clean.cif 316
AWASOI_clean.cif 576
AWAWUR_clean.cif 384
AWEBIO_charged.cif 404
AWEDOW_charged.cif 516
AWEDUC_charged.cif 278
AWEGEP_clean.cif 240
AWEJIW_clean.cif 158
AWEVIJ_clean.cif 852
AWEWOP_clean.cif 210
AWEZOS_clean.cif 782
AWEZOS01_clean.cif 782
AWIBAK_clean.cif 782
AWIBAL_clean.cif 68
AWIBEO_clean.cif 782
AWIBIS_clean.cif 782
AWOFOI_clean.cif 76
AWOKED_clean.cif 156
AWUPAL_clean.cif 350
AWUPOZ_clean.cif 354
AXAFAG_clean.cif 168
AXAQAT_clean.cif 21
AXAWUT_clean.cif 116
AXIGAR_clean.cif 56
AXIMUP_clean.cif 228
AXINAX_clean.cif 361
AXINAX01_clean.cif 598
AXINEA_clean.cif 228
AXINIF_clean.cif 400
AXIPEE_clean.cif 156
BOWQAG_SL.cif 172
AXIPEE01_clean.cif 156
AXIPEE02_clean.cif 468
AXIPEE03_clean.cif 312
AXOCAT_clean.cif 64
AXOHIE_clean.cif 912
AXUBAW_manual.cif 178
AXUBOL_clean.cif 272
AXUDII04_clean.cif 14
AXUHAD_clean.cif 632
AXUHEH_clean.cif 626
AXUHIL_clean.cif 520
AXUJOT_clean.cif 162
AXUPEO_clean.cif 48
AYAWEE_clean.cif 96
AYOQEM_clean.cif 1008
AYOXUJ_clean.cif 164
AYOYEU_clean.cif 188
AYOYOE_clean.cif 191
AYUJIP_clean.cif 564
AYUPOZ_clean.cif 44
AYUWUM_clean.cif 180
AZAFIS_clean.cif 34
AZAVOO_clean.cif 352
AZAVUU_clean.cif 348
AZAWAB_clean.cif 354
AZAWAZ_clean.cif 38
AZEBUE_clean.cif 164
AZEWEH_clean.cif 44
AZILEA_clean.cif 160
AZILEC_clean.cif 296
AZIMIH_clean.cif 172
AZIVAI_clean.cif 148
AZIXUD_clean.cif 148
AZOBUN_clean.cif 119
AZOHEC_clean.cif 174
BABREE_clean.cif 432
BACGAQ_clean.cif 134
BACMOH_clean.cif 60
BACMOH10_clean.cif 96
BADHIA_clean.cif 100
BADHOG_clean.cif 100
BADHUM_clean.cif 100
BADHUM01_clean.cif 200
BADJAU_clean.cif 300
BADJIC_clean.cif 116
BADXAI_clean.cif 288
BADYAJ_clean.cif 416
BAEDTA01_clean.cif 272
BAFCAP_clean.cif 215
BAFHAU_clean.cif 40
BAFKUR_clean.cif 110
BAHGUN_clean.cif 54
BAHGUN01_clean.cif 54
BAHGUN02_clean.cif 54
BAHGUN03_clean.cif 54
BAHGUN04_clean.cif 54
BAKFAV_clean.cif 46
BAKGAX_clean.cif 136
BAKGIF_manual.cif 70
BAKJEE_clean.cif 208
BAKJII_clean.cif 104
BAKJOO_clean.cif 156
BAKLIK_clean.cif 237
BAKYIY_clean.cif 100
BAKYOE_clean.cif 184
BALMUW_clean.cif 28
BALMUW01_clean.cif 28
BALPAH_clean.cif 1952
BALPEL_clean.cif 2008
BALPIP_clean.cif 1932
BAMKIM_clean.cif 224
BAMKOS_clean.cif 224
BANMAG_clean.cif 166
BAPDAA_clean.cif 54
BAQWEY_clean.cif 180
BAQWIC_clean.cif 107
BAQWOI_clean.cif 660
BARZAW_clean.cif 408
BARZIE_clean.cif 408
BARZOK_clean.cif 408
BARZOL_charged.cif 928
BARZUR_clean.cif 159
BASJUB_clean.cif 272
BASSOF_clean.cif 320
BASSUL_clean.cif 320
BASTAS_clean.cif 320
BASTEW_clean.cif 320
BASTIA_clean.cif 320
BASTUM_clean.cif 320
BAWROI_clean.cif 412
BAWRUO_clean.cif 148
BAXFIR01_clean.cif 98
BAXFIR02_clean.cif 98
BAXFUD_clean.cif 98
BAXGAK_clean.cif 49
BAXLOD_clean.cif 68
BAXREY_clean.cif 1204
BAXSIE_clean.cif 128
BAYCOU_clean.cif 332
BAZDAJ_clean.cif 284
BAZFUF_clean.cif 396
BAZFUF01_clean.cif 396
BAZGAM_clean.cif 636
BAZGEQ_clean.cif 1224
BAZJET_clean.cif 164
BAZJIX_clean.cif 222
BEDYEQ_clean.cif 558
BEFGEA_manual.cif 390
BEFKUU_clean.cif 36
BEFLAB01_clean.cif 96
BEFLEF_clean.cif 48
BEFLIJ_clean.cif 24
BEFLUV_clean.cif 96
BEFMAC_clean.cif 48
BEFMOQ_clean.cif 60
BEFMUW_clean.cif 60
BEFNAD_clean.cif 60
BEFNEH_clean.cif 124
BEFNIL_clean.cif 24
BEFNOR_clean.cif 100
BEFNUX_clean.cif 100
BEFPAF_clean.cif 72
BEGBOG_clean.cif 88
BEGDEY_clean.cif 380
BEJZAS_clean.cif 56
BEKSAM_clean.cif 54
BEKYOG_clean.cif 82
BEKYUM_clean.cif 102
BEKZEX_clean.cif 102
BEKZEX01_clean.cif 102
BELJIL_clean.cif 210
BELTOD_clean.cif 672
BELTUJ_clean.cif 680
BELVEV_charged.cif 222
BELYIC_clean.cif 90
BENXUP_clean.cif 106
BENZOL_clean.cif 68
BENZUR_clean.cif 68
BEPBAB_clean.cif 68
BEPLUF_clean.cif 150
BEPMAM_clean.cif 150
BEPMIU_clean.cif 156
BEPNER_clean.cif 126
BEPNIV_clean.cif 144
BEPNOB_clean.cif 144
BEPNUH_clean.cif 156
BEPPAP_clean.cif 156
BEPPIX_clean.cif 186
BEPPOD_clean.cif 180
BEPREV_clean.cif 276
BEPREV01_clean.cif 276
BEPREV02_clean.cif 276
BEPREV03_clean.cif 276
BEPRIZ_clean.cif 218
BEPROF_clean.cif 272
BEPVAV_clean.cif 104
BEPVEZ_clean.cif 104
BEPVID_clean.cif 104
BEPVOJ_clean.cif 104
BEPVOJ01_clean.cif 104
BEPWEA_clean.cif 138
BERFIP_clean.cif 82
BERGAI_clean.cif 288
BERQIA_clean.cif 254
BETDAH_clean.cif 124
BETDEL_clean.cif 124
BETDIP_clean.cif 128
BETDOV_clean.cif 176
BETDUB_clean.cif 128
BETFAJ_clean.cif 128
BETFEN_clean.cif 128
BETFIR_clean.cif 152
BETFOX_clean.cif 172
BETFUD_clean.cif 128
BETGAK_clean.cif 128
BETGEO_clean.cif 255
BETGIS_clean.cif 255
BETGOY_clean.cif 243
BETGUE_clean.cif 204
BETHEP_clean.cif 240
BETHIT_clean.cif 204
BETZOR_clean.cif 344
BEVQID_clean.cif 27
BEVQUP_clean.cif 28
BEVRAW_clean.cif 27
BEVWAB_clean.cif 129
BEWCUD_clean.cif 356
BEWVEG_clean.cif 176
BEWVOQ_clean.cif 80
BEWWEH_clean.cif 160
BEXPAX_clean.cif 81
BEXQIF_clean.cif 128
BEXQOL_clean.cif 128
BEXQUR_clean.cif 128
BEXRAY_clean.cif 128
BEXREC_clean.cif 128
BEXRIG_clean.cif 128
BEXRUT_clean.cif 130
BEXSAA_clean.cif 130
BEXSEE_clean.cif 130
BEXSII_clean.cif 130
BEXTUV_clean.cif 90
BEXVAD_clean.cif 90
BEXVAD01_clean.cif 86
BEXVEH_clean.cif 440
BEXVIL_clean.cif 160
BEYKEX_clean.cif 160
BEYSEF_clean.cif 200
BEZDUH_clean.cif 52
BIBBUL_clean.cif 236
BIBMAC_clean.cif 320
BIBMEG_clean.cif 324
BIBMIK_clean.cif 314
BIBXIV_clean.cif 332
BIBXOB_clean.cif 188
BIBXUH_clean.cif 164
BICPOT_clean.cif 100
BICPUA_clean.cif 236
BIDPOV_clean.cif 186
BIFGOO_clean.cif 231
BIFKEI_clean.cif 138
BIGZUO_clean.cif 510
BIHBAX_clean.cif 680
BIHBEB_clean.cif 263
BIHMUC_clean.cif 113
BIHRER_clean.cif 580
BIJDUV_clean.cif 670
BIJFAD_clean.cif 670
BIJJOV_clean.cif 152
BIMDEF_clean.cif 72
BIMDIL_clean.cif 72
BINCUY_manual.cif 426
BINDAF_manual.cif 426
BINMIW_clean.cif 568
BINROH_clean.cif 1080
BINRUN_clean.cif 1080
BINSAU_clean.cif 1080
BIPBAF_clean.cif 432
BIPKIW_clean.cif 572
BIPLIX_clean.cif 346
BIPSUQ_clean.cif 930
BIQFOW_clean.cif 76
BIQHEQ_clean.cif 178
BIQRIE_clean.cif 96
BIQVII_clean.cif 178
BIRGIU_clean.cif 324
BIRLIZ_clean.cif 162
BIRMUM_clean.cif 392
BIRSEC_clean.cif 230
BIRSIG_clean.cif 230
BIWHAQ_clean.cif 112
BIWSEG_ion_b.cif 483
BIWSIK_ion_b.cif 435
BIWSOQ_clean.cif 495
BIWYAH10_clean.cif 64
BIXXIR_clean.cif 218
BIXYEO_clean.cif 218
BIYSUZ_clean.cif 188
BIYTAG_clean.cif 188
BIYTOU_clean.cif 192
BIYVEM_clean.cif 188
BIYVIQ_clean.cif 188
BIYXUE_charged.cif 550
BIYYAL_charged.cif 550
BIYYEP_charged.cif 700
BIZLUT_clean.cif 534
BIZMAA_clean.cif 534
BIZMEE_clean.cif 534
BIZMII_clean.cif 534
BOCKOT_clean.cif 168
BOCTEU01_clean.cif 40
BOCTOE_clean.cif 40
BOCTOE01_clean.cif 40
BOCTOE02_clean.cif 40
BOCTOE03_clean.cif 40
BOCTOE04_clean.cif 20
BOCTOE05_clean.cif 20
BODPAN_clean.cif 1248
BOFCEG_clean.cif 76
BOHGOU_clean.cif 22
BOHJOZ_auto.cif 78
BOHWOM_clean.cif 266
BOHXIH_clean.cif 360
BOJCIN_clean.cif 440
BOJDAG_clean.cif 116
BOJYIK_clean.cif 50
BOJYIK01_clean.cif 50
BOKQEZ_clean.cif 178
BOLPAU_clean.cif 880
BOLZIN_clean.cif 1040
BOMCOX_clean.cif 328
BOMCUB_charged.cif 54
BONNIC_clean.cif 90
BONWAD_clean.cif 92
BONWIL_clean.cif 184
BOPHEV_clean.cif 164
BOPHIZ_clean.cif 166
BOPWIO_clean.cif 272
BOQYUD_clean.cif 70
BORBEQ_clean.cif 296
BOSHIC_clean.cif 216
BOTLED_clean.cif 48
BOVHEB_clean.cif 116
BOWDIC_clean.cif 494
BOWNUY_clean.cif 204
BOWRAH_clean.cif 66
BOWSOW_clean.cif 44
BOWSUC_clean.cif 100
BOWZUK_clean.cif 448
BOXFOK_clean.cif 1422
BOXYEU_clean.cif 84
BOXYIY_clean.cif 68
BOYCEY_auto.cif 486
BOYTEQ_clean.cif 94
BOYYOF_clean.cif 256
BOZFIH_clean.cif 340
BOZFON_clean.cif 616
BUBQOE_clean.cif 96
BUBTUP_clean.cif 720
BUBWOM_clean.cif 404
BUCROH_charged.cif 262
BUCSAU_clean.cif 274
BUCSEY_clean.cif 234
BUCSIC_charged.cif 262
BUCSIC01_clean.cif 274
BUCVAY_clean.cif 428
BUCVIG_clean.cif 428
BUCWAZ_clean.cif 210
BUCYAA_clean.cif 364
BUDDIO_clean.cif 64
BUFNEW_charged.cif 1464
BUFNOG_charged.cif 1440
BUGSAY_clean.cif 104
BUGSEC_clean.cif 104
BUGSIG_clean.cif 104
BUGSOM_clean.cif 104
BUJKEW01_clean.cif 14
BUKMUQ01_clean.cif 64
BUKRUW01_clean.cif 268
BUKRUW02_clean.cif 252
BUKRUW03_clean.cif 240
BUKYAJ_clean.cif 76
BULBER_clean.cif 268
BUNKUS_clean.cif 666
BUNLAZ_clean.cif 606
BUPDUM_clean.cif 550
BUPFAU_clean.cif 550
BUPFEY_clean.cif 550
BUPVEP_clean.cif 248
BUQWER_clean.cif 243
BURHUS_clean.cif 46
BURJOO_clean.cif 184
BURQIQ_clean.cif 334
BUSGIG_clean.cif 136
BUSGOM_clean.cif 136
BUSNAF_clean.cif 171
BUSQEM_clean.cif 122
BUSQIQ_clean.cif 40
BUSQUC_clean.cif 144
BUSRUE_clean.cif 284
BUSSEP_clean.cif 330
BUSTAM_clean.cif 330
BUVHEH_clean.cif 50
BUVKUA_clean.cif 108
BUVVIZ_clean.cif 388
BUVVOF_clean.cif 398
BUVWOF02_clean.cif 153
BUVWOF03_clean.cif 306
BUVXOG_clean.cif 153
BUVYEX_clean.cif 306
BUVYIB_clean.cif 153
BUVYIB01_clean.cif 153
BUWLUC_clean.cif 82
BUWMAJ_clean.cif 64
BUWMEN_clean.cif 70
BUWMIR_clean.cif 64
BUXNOZ_clean.cif 744
BUXTOF_clean.cif 264
BUXTUL_clean.cif 440
BUXZAX_clean.cif 582
BUYNAL_charged.cif 147
c4ce00408f_c4ce00408f2_clean.cif 180
c4dt02048k_c4dt02048k2_clean.cif 372
c4dt03702b_c4dt03702b2_clean.cif 232
c5cc01886b_c5cc01886b2_clean.cif 112
c5cc04223b_c5cc04223b2_clean.cif 127
c5cc06190c_c5cc06190c2_clean.cif 52
c5cc09432a_c5cc09432a2_clean.cif 432
c5cc10203k_c5cc10203k2_clean.cif 318
c5ce00010f_c5ce00010f2_clean.cif 444
c5ce00677e_c5ce00677e2_clean.cif 172
c5ce00862j_c5ce00862j2_clean.cif 100
c5ce00931f_c5ce00931f2_clean.cif 66
c5ce01790d_c5ce01790d1_clean.cif 522
c5ce01948f_c5ce01948f2_clean.cif 252
c5ce02194d_c5ce02194d2_clean.cif 408
c5ce02503f_c5ce02503f2_clean.cif 768
c5cp03920g_c5cp03920g2_clean.cif 114
c5dt00281h_c5dt00281h2_clean.cif 49
c5dt02374b_c5dt02374b2_clean.cif 84
c5dt03091a_c5dt03091a2_clean.cif 936
c5dt04943a_c5dt04943a2_clean.cif 138
c5gc02393a_c5gc02393a2_clean.cif 330
c5nj01930c_c5nj01930c2_clean.cif 332
c5nj02634b_c5nj02634b2_clean.cif 192
c5nj03044g_c5nj03044g2_clean.cif 424
